model_id,provider,model_type,PDCM_DR_v1.0,PDCM_DR_v2.0,PDCM_DR_v2.1,PDCM_DR_v3.0,PDCM_DR_v3.1,PDCM_DR_v4.0,PDCM_DR_v5.0,PDCM_DR_v5.1,PDCM_DR_v5.2,PDCM_DR_v5.3,PDCM_DR_v6.0,PDCM_DR_v6.1,PDCM_DR_v6.2,PDCM_DR_v6.3,PDCM_DR_v6.4,PDCM_DR_v6.5,PDCM_DR_v6.6
238488-219-r,pdmr,pdx,56.0,56.0,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,54.0,54.0,54.0,58.0,58.0
241356-047-r,pdmr,pdx,54.0,54.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0
242566-281-r,pdmr,pdx,56.0,56.0,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,54.0,54.0,54.0,58.0,58.0
242566-281-r-j2-pdc,pdmr,cell line,,,36.0,36.0,36.0,36.0,39.0,39.0,42.0,42.0,49.0,49.0,49.0,49.0,49.0,49.0,53.0
242566-281-r-v1-organoid,pdmr,organoid,,,36.0,36.0,36.0,36.0,39.0,39.0,42.0,42.0,49.0,49.0,49.0,49.0,49.0,49.0,53.0
243952-196-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
244465-170-r,pdmr,pdx,64.0,64.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
244465-170-r-j1-pdc,pdmr,cell line,,,34.0,34.0,34.0,34.0,38.0,38.0,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
244465-170-r-v1-organoid,pdmr,organoid,,,34.0,34.0,34.0,34.0,38.0,38.0,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
244727-301-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,52.0,52.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
244774-204-r,pdmr,pdx,54.0,54.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
244774-204-r-j1-pdc,pdmr,cell line,,,30.0,30.0,30.0,30.0,33.0,33.0,33.0,33.0,42.0,42.0,42.0,42.0,42.0,46.0,50.0
245127-232-r,pdmr,pdx,50.0,50.0,47.0,47.0,43.0,43.0,43.0,43.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
245324-029-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,52.0,52.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
246569-268-r,pdmr,pdx,54.0,54.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0
248138-237-r,pdmr,pdx,52.0,52.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0
249533-200-r,pdmr,pdx,,,52.0,52.0,49.0,49.0,49.0,49.0,52.0,52.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
249661-222-r,pdmr,pdx,56.0,56.0,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,54.0,54.0,54.0,58.0,58.0
249662-076-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,52.0,52.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
249823-099-t,pdmr,pdx,54.0,54.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
251477-161-r,pdmr,pdx,62.0,62.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0
251477-161-r-j2-pdc,pdmr,cell line,,,30.0,30.0,30.0,30.0,33.0,33.0,33.0,33.0,42.0,42.0,42.0,42.0,42.0,46.0,50.0
251568-266-r,pdmr,pdx,54.0,54.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
251568-266-r-j2-pdc,pdmr,cell line,,,31.0,31.0,31.0,31.0,34.0,34.0,38.0,38.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
251568-266-r-v1-organoid,pdmr,organoid,,,31.0,31.0,31.0,31.0,34.0,34.0,38.0,38.0,44.0,44.0,44.0,44.0,44.0,44.0,49.0
252517-233-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,52.0,52.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
252836-082-r,pdmr,pdx,54.0,54.0,47.0,47.0,43.0,43.0,43.0,43.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
252836-082-r-j2-pdc,pdmr,cell line,,,26.0,26.0,26.0,26.0,30.0,30.0,33.0,33.0,42.0,42.0,42.0,42.0,42.0,42.0,47.0
253994-281-t,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
253994-281-t-j1-pdc,pdmr,cell line,,,34.0,34.0,34.0,34.0,38.0,38.0,38.0,38.0,44.0,44.0,44.0,44.0,44.0,47.0,52.0
253994-281-t-v2-organoid,pdmr,organoid,,,34.0,34.0,34.0,34.0,38.0,38.0,38.0,38.0,44.0,44.0,44.0,44.0,44.0,47.0,52.0
254851-301-r,pdmr,pdx,54.0,54.0,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,54.0,54.0,54.0,58.0,58.0
254851-301-r-v2-organoid,pdmr,organoid,,,36.0,36.0,36.0,36.0,39.0,39.0,39.0,39.0,46.0,46.0,46.0,46.0,46.0,49.0,53.0
255893-291-r,pdmr,pdx,56.0,56.0,54.0,54.0,50.0,50.0,50.0,50.0,54.0,54.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
255893-291-r-j1-pdc,pdmr,cell line,,,36.0,36.0,36.0,36.0,39.0,39.0,42.0,42.0,49.0,49.0,49.0,49.0,49.0,49.0,53.0
255893-291-r-v1-organoid,pdmr,organoid,,,36.0,36.0,36.0,36.0,39.0,39.0,42.0,42.0,49.0,49.0,49.0,49.0,49.0,49.0,53.0
258747-076-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
259776-179-r,pdmr,pdx,52.0,52.0,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,54.0,54.0,54.0,58.0,58.0
259776-179-r-v1-organoid,pdmr,organoid,,,36.0,36.0,36.0,36.0,39.0,39.0,42.0,42.0,49.0,49.0,49.0,49.0,49.0,49.0,53.0
259778-044-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,52.0,52.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
259778-044-r-v2-organoid,pdmr,organoid,,,34.0,34.0,34.0,34.0,38.0,38.0,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
261386-189-r,pdmr,pdx,54.0,54.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0
264941-293-t,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
266295-075-r,pdmr,pdx,54.0,54.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0
266295-075-r-j1-pdc,pdmr,cell line,,,30.0,30.0,30.0,30.0,33.0,33.0,33.0,33.0,42.0,42.0,42.0,42.0,42.0,46.0,50.0
266818,pmlb-organoid,organoid,,,,,,,,26.0,26.0,26.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0
269647-328-t,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
269647-328-t-v1-organoid,pdmr,organoid,,,34.0,34.0,34.0,34.0,38.0,38.0,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
271591-306-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
272462-364-r,pdmr,pdx,54.0,54.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0
272983-159-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,52.0,52.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
272r,mbdi,pdx,,,,,,,,,,,,,,,,,69.0
273541-280-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
273541-280-r-v1-organoid,pdmr,organoid,,,34.0,34.0,34.0,34.0,38.0,38.0,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
273589-319-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,52.0,52.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
274332-332-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,52.0,52.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
275155-148-r,pdmr,pdx,54.0,54.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0
275155-148-r-v1-organoid,pdmr,organoid,,,33.0,33.0,33.0,33.0,36.0,36.0,39.0,39.0,46.0,46.0,46.0,46.0,46.0,46.0,50.0
275375-350-r,pdmr,pdx,56.0,56.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0
275375-350-r-v1-organoid,pdmr,organoid,,,33.0,33.0,33.0,33.0,36.0,36.0,39.0,39.0,46.0,46.0,46.0,46.0,46.0,46.0,50.0
275r,mbdi,pdx,,,,,,,,,,,,,,,,,69.0
276233-004-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
276233-004-r-j1-pdc,pdmr,cell line,,,34.0,34.0,34.0,34.0,38.0,38.0,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
276233-004-r-v1-organoid,pdmr,organoid,,,34.0,34.0,34.0,34.0,38.0,38.0,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
277667-354-r,pdmr,pdx,54.0,54.0,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,54.0,54.0,54.0,58.0,58.0
277667-354-r-j1-pdc,pdmr,cell line,,,33.0,33.0,33.0,33.0,36.0,36.0,39.0,39.0,49.0,49.0,49.0,49.0,49.0,49.0,53.0
277826-050-r-v1-organoid,pdmr,organoid,,,34.0,34.0,34.0,34.0,38.0,38.0,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
279218-305-r,pdmr,pdx,54.0,54.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0
279428-182-r,pdmr,pdx,,,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,54.0,54.0,54.0,58.0,58.0
279428-182-r-v1-organoid,pdmr,organoid,,,36.0,36.0,36.0,36.0,39.0,39.0,42.0,42.0,49.0,49.0,49.0,49.0,49.0,49.0,53.0
27_1a,mbdi,pdx,,,,,,,,,,,,,,,,,66.0
27_1a_cx,mbdi,pdx,,,,,,,,,,,,,,,,,66.0
27_2a,mbdi,pdx,,,,,,,,,,,,,,,,,66.0
27_2a_cx,mbdi,pdx,,,,,,,,,,,,,,,,,66.0
281475-159-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
281562-285-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
282377-053-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
282377-053-r-j1-pdc,pdmr,cell line,,,34.0,34.0,34.0,34.0,38.0,38.0,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
282377-053-r-v1-organoid,pdmr,organoid,,,34.0,34.0,34.0,34.0,38.0,38.0,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
283228-195-r,pdmr,pdx,52.0,52.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
283228-195-r-j1-pdc,pdmr,cell line,,,34.0,34.0,34.0,34.0,38.0,38.0,38.0,38.0,44.0,44.0,44.0,44.0,44.0,47.0,52.0
283228-195-r-v1-organoid,pdmr,organoid,,,34.0,34.0,34.0,34.0,38.0,38.0,38.0,38.0,44.0,44.0,44.0,44.0,44.0,47.0,52.0
283339-068-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
284588-233-r,pdmr,pdx,56.0,56.0,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,54.0,54.0,54.0,58.0,58.0
285369-178-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
286954-287-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
287954-098-r,pdmr,pdx,54.0,54.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0
287954-098-r-j1-pdc,pdmr,cell line,,,30.0,30.0,30.0,30.0,33.0,33.0,36.0,36.0,46.0,46.0,46.0,46.0,46.0,46.0,50.0
287r,mbdi,pdx,,,,,,,,,,,,,,,,,69.0
287r-organoid,mbdi,organoid,,,,,,,,,,,,,,,,,63.0
289738-340-r,pdmr,pdx,56.0,56.0,54.0,54.0,50.0,50.0,50.0,50.0,54.0,54.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
292632-238-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,52.0,52.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
292921-168-r,pdmr,pdx,54.0,54.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
292921-168-r-v1-organoid,pdmr,organoid,,,34.0,34.0,34.0,34.0,38.0,38.0,38.0,38.0,44.0,44.0,44.0,44.0,44.0,47.0,52.0
294r,mbdi,pdx,,,,,,,,,,,,,,,,,69.0
295223-140-r,pdmr,pdx,54.0,54.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0
296347-364-r,pdmr,pdx,52.0,52.0,49.0,49.0,45.0,45.0,45.0,45.0,45.0,45.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0
296347-364-r-v2-organoid,pdmr,organoid,,,31.0,31.0,31.0,31.0,34.0,34.0,38.0,38.0,44.0,44.0,44.0,44.0,44.0,44.0,49.0
297248-317-r,pdmr,pdx,54.0,54.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
299254-011-r,pdmr,pdx,52.0,52.0,47.0,47.0,43.0,43.0,43.0,43.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
299254-011-r-j1-pdc,pdmr,cell line,,,26.0,26.0,26.0,26.0,30.0,30.0,33.0,33.0,42.0,42.0,42.0,42.0,42.0,42.0,47.0
299373-070-t,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
299373-070-t-v1-organoid,pdmr,organoid,,,34.0,34.0,34.0,34.0,38.0,38.0,38.0,38.0,44.0,44.0,44.0,44.0,44.0,47.0,52.0
305r,mbdi,pdx,,,,,,,,,,,,,,,,,69.0
305r-cx-organoid,mbdi,organoid,,,,,,,,,,,,,,,,,63.0
305r_cx,mbdi,pdx,,,,,,,,,,,,,,,,,69.0
313798-341-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,52.0,52.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
313798-341-r-j2-pdc,pdmr,cell line,,,34.0,34.0,34.0,34.0,38.0,38.0,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
313798-341-r-v1-organoid,pdmr,organoid,,,34.0,34.0,34.0,34.0,38.0,38.0,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
317291-083-r,pdmr,pdx,54.0,54.0,50.0,50.0,47.0,47.0,47.0,47.0,50.0,50.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
317291-083-r-j1-pdc,pdmr,cell line,,,30.0,30.0,30.0,30.0,33.0,33.0,36.0,36.0,46.0,46.0,46.0,46.0,46.0,46.0,50.0
323392-091-r,pdmr,pdx,56.0,56.0,54.0,54.0,50.0,50.0,50.0,50.0,54.0,54.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
323392-091-r-j1-pdc,pdmr,cell line,,,33.0,33.0,33.0,33.0,36.0,36.0,39.0,39.0,49.0,49.0,49.0,49.0,49.0,49.0,53.0
323965-272-r,pdmr,pdx,56.0,56.0,49.0,49.0,45.0,45.0,45.0,45.0,45.0,45.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0
323965-272-r-j2-pdc,pdmr,cell line,,,31.0,31.0,31.0,31.0,34.0,34.0,34.0,34.0,41.0,41.0,41.0,41.0,41.0,44.0,49.0
323965-272-r-v1-organoid,pdmr,organoid,,,31.0,31.0,31.0,31.0,34.0,34.0,34.0,34.0,41.0,41.0,41.0,41.0,41.0,44.0,49.0
324363-279-t,pdmr,pdx,56.0,56.0,49.0,49.0,45.0,45.0,45.0,45.0,45.0,45.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0
324363-279-t-j1-pdc,pdmr,cell line,,,31.0,31.0,31.0,31.0,34.0,34.0,38.0,38.0,44.0,44.0,44.0,44.0,44.0,44.0,49.0
324938-238-r,pdmr,pdx,54.0,54.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
324938-238-r-j1-pdc,pdmr,cell line,,,31.0,31.0,31.0,31.0,34.0,34.0,38.0,38.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
324938-238-r-v1-organoid,pdmr,organoid,,,31.0,31.0,31.0,31.0,34.0,34.0,38.0,38.0,44.0,44.0,44.0,44.0,44.0,44.0,49.0
324944-112-t-j3-pdc,pdmr,cell line,,,26.0,26.0,26.0,26.0,30.0,30.0,33.0,33.0,42.0,42.0,42.0,42.0,42.0,42.0,47.0
326966-086-r,pdmr,pdx,56.0,56.0,54.0,54.0,50.0,50.0,50.0,50.0,54.0,54.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
327498-153-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,52.0,52.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
327498-153-r-j2-pdc,pdmr,cell line,,,34.0,34.0,34.0,34.0,38.0,38.0,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
327498-153-r-v1-organoid,pdmr,organoid,,,34.0,34.0,34.0,34.0,38.0,38.0,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
328373-195-r,pdmr,pdx,50.0,50.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0
328373-195-r-j1-pdc,pdmr,cell line,,,30.0,30.0,30.0,30.0,33.0,33.0,33.0,33.0,42.0,42.0,42.0,42.0,42.0,46.0,50.0
328469-098-r,pdmr,pdx,54.0,54.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
328469-098-r-v1-organoid,pdmr,organoid,,,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,41.0,41.0,41.0,41.0,41.0,44.0,49.0
328634-206-r,pdmr,pdx,56.0,56.0,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,54.0,54.0,54.0,58.0,58.0
328634-206-r-j1-pdc,pdmr,cell line,,,33.0,33.0,33.0,33.0,36.0,36.0,39.0,39.0,49.0,49.0,49.0,49.0,49.0,49.0,53.0
328634-206-r-v1-organoid,pdmr,organoid,,,33.0,33.0,33.0,33.0,36.0,36.0,39.0,39.0,46.0,46.0,46.0,46.0,46.0,46.0,50.0
330m,mbdi,pdx,,,,,,,,,,,,,,,,,66.0
331535-300-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,52.0,52.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
331888-031-r,pdmr,pdx,,,54.0,54.0,50.0,50.0,50.0,50.0,54.0,54.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
333224-299-r,pdmr,pdx,56.0,56.0,54.0,54.0,50.0,50.0,50.0,50.0,54.0,54.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
333512-047-t,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
337426-197-r,pdmr,pdx,56.0,56.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0
337426-197-r-v2-organoid,pdmr,organoid,,,33.0,33.0,33.0,33.0,36.0,36.0,39.0,39.0,46.0,46.0,46.0,46.0,46.0,46.0,50.0
337823-066-r,pdmr,pdx,56.0,56.0,49.0,49.0,45.0,45.0,45.0,45.0,45.0,45.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0
341922-053-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,52.0,52.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
341922-053-r-v1-organoid,pdmr,organoid,,,34.0,34.0,34.0,34.0,38.0,38.0,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
343268-274-t,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
345371-062-r,pdmr,pdx,54.0,54.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0
348733-031-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
348733-031-r-j1-pdc,pdmr,cell line,,,31.0,31.0,31.0,31.0,34.0,34.0,38.0,38.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
349418-098-r,pdmr,pdx,62.0,62.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0
349418-098-r-pdc,pdmr,cell line,,,30.0,30.0,30.0,30.0,33.0,33.0,36.0,36.0,46.0,46.0,46.0,46.0,46.0,46.0,50.0
349418-098-r-v2-organoid,pdmr,organoid,,,30.0,30.0,30.0,30.0,33.0,33.0,36.0,36.0,42.0,42.0,42.0,42.0,42.0,42.0,47.0
351142-076-r,pdmr,pdx,,,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
352319-331-r,pdmr,pdx,,,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
353785-320-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
353785-320-r-j2-pdc,pdmr,cell line,,,31.0,31.0,31.0,31.0,34.0,34.0,38.0,38.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
354836-022-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
354836-022-r-j1-pdc,pdmr,cell line,,,31.0,31.0,31.0,31.0,34.0,34.0,38.0,38.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
355891-322-r,pdmr,pdx,,,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
359531-246-r,pdmr,pdx,62.0,62.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0
359531-246-r-j1-pdc,pdmr,cell line,,,30.0,30.0,30.0,30.0,33.0,33.0,36.0,36.0,46.0,46.0,46.0,46.0,46.0,46.0,50.0
361931-004-r,pdmr,pdx,56.0,56.0,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,54.0,54.0,54.0,58.0,58.0
361931-004-r-j1-pdc,pdmr,cell line,,,36.0,36.0,36.0,36.0,39.0,39.0,42.0,42.0,49.0,49.0,49.0,49.0,49.0,49.0,53.0
361931-004-r-v1-organoid,pdmr,organoid,,,36.0,36.0,36.0,36.0,39.0,39.0,42.0,42.0,49.0,49.0,49.0,49.0,49.0,49.0,53.0
361957-307-r,pdmr,pdx,56.0,56.0,54.0,54.0,50.0,50.0,50.0,50.0,54.0,54.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
362531-283-r,pdmr,pdx,,,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,54.0,54.0,54.0,58.0,58.0
365r,mbdi,pdx,,,,,,,,,,,,,,,,,69.0
367327-171-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
367927-166-r,pdmr,pdx,,,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,56.0
367927-166-r-j2-pdc,pdmr,cell line,,,34.0,34.0,34.0,34.0,38.0,38.0,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0
369146-172-r,pdmr,pdx,56.0,56.0,52.0,52.0,49.0,49.0,49.0,49.0,52.0,52.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
369r,mbdi,pdx,,,,,,,,,,,,,,,,,69.0
372686-303-r,pdmr,pdx,52.0,52.0,49.0,49.0,45.0,45.0,45.0,45.0,45.0,45.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0
372686-303-r-v1-organoid,pdmr,organoid,,,31.0,31.0,31.0,31.0,34.0,34.0,38.0,38.0,44.0,44.0,44.0,44.0,44.0,44.0,49.0
373m,mbdi,pdx,,,,,,,,,,,,,,,,,66.0
373m_cx,mbdi,pdx,,,,,,,,,,,,,,,,,66.0
